"train/global_step","rare-sunset-210 - _step","rare-sunset-210 - _step__MIN","rare-sunset-210 - _step__MAX","rare-sunset-210 - train/rewards/wrapped_reward/mean","rare-sunset-210 - train/rewards/wrapped_reward/mean__MIN","rare-sunset-210 - train/rewards/wrapped_reward/mean__MAX","royal-water-208 - _step","royal-water-208 - _step__MIN","royal-water-208 - _step__MAX","royal-water-208 - train/rewards/wrapped_reward/mean","royal-water-208 - train/rewards/wrapped_reward/mean__MIN","royal-water-208 - train/rewards/wrapped_reward/mean__MAX"
"1119","","","","","","","17902","17902","17902","0.90625","0.90625","0.90625"
"1120","","","","","","","17918","17918","17918","0.6875","0.6875","0.6875"
"1121","","","","","","","17934","17934","17934","0.875","0.875","0.875"
"1122","","","","","","","17950","17950","17950","0.71875","0.71875","0.71875"
"1123","","","","","","","17966","17966","17966","0.875","0.875","0.875"
"1124","","","","","","","17982","17982","17982","0.625","0.625","0.625"
"1125","","","","","","","17998","17998","17998","0.9375","0.9375","0.9375"
"1126","","","","","","","18014","18014","18014","0.9375","0.9375","0.9375"
"1127","","","","","","","18030","18030","18030","0.375","0.375","0.375"
"1128","","","","","","","18046","18046","18046","0.4375","0.4375","0.4375"
"1129","","","","","","","18062","18062","18062","0.75","0.75","0.75"
"1130","","","","","","","18078","18078","18078","0.78125","0.78125","0.78125"
"1131","","","","","","","18094","18094","18094","0.9375","0.9375","0.9375"
"1132","","","","","","","18110","18110","18110","0.96875","0.96875","0.96875"
"1133","","","","","","","18126","18126","18126","0.875","0.875","0.875"
"1134","","","","","","","18142","18142","18142","0.90625","0.90625","0.90625"
"1135","","","","","","","18158","18158","18158","0.59375","0.59375","0.59375"
"1136","","","","","","","18174","18174","18174","0.96875","0.96875","0.96875"
"1137","","","","","","","18190","18190","18190","0.78125","0.78125","0.78125"
"1138","","","","","","","18206","18206","18206","0.84375","0.84375","0.84375"
"1139","","","","","","","18222","18222","18222","0.8125","0.8125","0.8125"
"1140","","","","","","","18238","18238","18238","0.78125","0.78125","0.78125"
"1141","","","","","","","18254","18254","18254","0.84375","0.84375","0.84375"
"1142","","","","","","","18270","18270","18270","0.59375","0.59375","0.59375"
"1143","","","","","","","18286","18286","18286","0.78125","0.78125","0.78125"
"1144","","","","","","","18302","18302","18302","0.5625","0.5625","0.5625"
"1145","","","","","","","18318","18318","18318","0.90625","0.90625","0.90625"
"1146","","","","","","","18334","18334","18334","0.90625","0.90625","0.90625"
"1147","","","","","","","18350","18350","18350","0.65625","0.65625","0.65625"
"1148","","","","","","","18366","18366","18366","0.8125","0.8125","0.8125"
"1149","","","","","","","18382","18382","18382","0.5","0.5","0.5"
"1150","","","","","","","18398","18398","18398","0.75","0.75","0.75"
"1151","","","","","","","18414","18414","18414","0.90625","0.90625","0.90625"
"1152","","","","","","","18430","18430","18430","0.90625","0.90625","0.90625"
"1153","","","","","","","18446","18446","18446","0.71875","0.71875","0.71875"
"1154","","","","","","","18462","18462","18462","0.9375","0.9375","0.9375"
"1155","","","","","","","18478","18478","18478","0.53125","0.53125","0.53125"
"1156","","","","","","","18494","18494","18494","0.625","0.625","0.625"
"1157","","","","","","","18510","18510","18510","0.71875","0.71875","0.71875"
"1158","","","","","","","18526","18526","18526","0.625","0.625","0.625"
"1159","","","","","","","18542","18542","18542","0.75","0.75","0.75"
"1160","","","","","","","18558","18558","18558","0.59375","0.59375","0.59375"
"1161","","","","","","","18574","18574","18574","0.46875","0.46875","0.46875"
"1162","","","","","","","18590","18590","18590","0.84375","0.84375","0.84375"
"1163","","","","","","","18606","18606","18606","0.6875","0.6875","0.6875"
"1164","","","","","","","18622","18622","18622","0.9375","0.9375","0.9375"
"1165","","","","","","","18638","18638","18638","0.875","0.875","0.875"
"1166","","","","","","","18654","18654","18654","0.90625","0.90625","0.90625"
"1167","","","","","","","18670","18670","18670","0.84375","0.84375","0.84375"
"1168","","","","","","","18686","18686","18686","0.90625","0.90625","0.90625"
"1169","","","","","","","18702","18702","18702","0.78125","0.78125","0.78125"
"1170","","","","","","","18718","18718","18718","0.5","0.5","0.5"
"1171","","","","","","","18734","18734","18734","0.8125","0.8125","0.8125"
"1172","","","","","","","18750","18750","18750","0.6875","0.6875","0.6875"
"1173","","","","","","","18766","18766","18766","0.65625","0.65625","0.65625"
"1174","","","","","","","18782","18782","18782","0.875","0.875","0.875"
"1175","","","","","","","18798","18798","18798","0.875","0.875","0.875"
"1176","","","","","","","18814","18814","18814","0.90625","0.90625","0.90625"
"1177","","","","","","","18830","18830","18830","0.96875","0.96875","0.96875"
"1178","","","","","","","18846","18846","18846","0.90625","0.90625","0.90625"
"1179","","","","","","","18862","18862","18862","0.6875","0.6875","0.6875"
"1180","","","","","","","18878","18878","18878","0.90625","0.90625","0.90625"
"1181","","","","","","","18894","18894","18894","0.9375","0.9375","0.9375"
"1182","","","","","","","18910","18910","18910","0.6875","0.6875","0.6875"
"1183","","","","","","","18926","18926","18926","0.78125","0.78125","0.78125"
"1184","","","","","","","18942","18942","18942","0.71875","0.71875","0.71875"
"1185","","","","","","","18958","18958","18958","0.78125","0.78125","0.78125"
"1186","","","","","","","18974","18974","18974","0.75","0.75","0.75"
"1187","","","","","","","18990","18990","18990","0.96875","0.96875","0.96875"
"1188","","","","","","","19006","19006","19006","0.75","0.75","0.75"
"1189","","","","","","","19022","19022","19022","0.625","0.625","0.625"
"1190","","","","","","","19038","19038","19038","0.875","0.875","0.875"
"1191","","","","","","","19054","19054","19054","0.75","0.75","0.75"
"1192","","","","","","","19070","19070","19070","0.8125","0.8125","0.8125"
"1193","","","","","","","19086","19086","19086","0.875","0.875","0.875"
"1194","","","","","","","19102","19102","19102","0.84375","0.84375","0.84375"
"1195","","","","","","","19118","19118","19118","0.8125","0.8125","0.8125"
"1196","","","","","","","19134","19134","19134","0.9375","0.9375","0.9375"
"1197","","","","","","","19150","19150","19150","0.9375","0.9375","0.9375"
"1198","","","","","","","19166","19166","19166","0.78125","0.78125","0.78125"
"1199","","","","","","","19182","19182","19182","0.71875","0.71875","0.71875"
"1200","","","","","","","19198","19198","19198","0.75","0.75","0.75"
"1201","","","","","","","19214","19214","19214","0.71875","0.71875","0.71875"
"1202","","","","","","","19230","19230","19230","0.75","0.75","0.75"
"1203","","","","","","","19246","19246","19246","0.90625","0.90625","0.90625"
"1204","","","","","","","19262","19262","19262","0.9375","0.9375","0.9375"
"1205","","","","","","","19278","19278","19278","0.84375","0.84375","0.84375"
"1206","","","","","","","19294","19294","19294","0.96875","0.96875","0.96875"
"1207","","","","","","","19310","19310","19310","0.8125","0.8125","0.8125"
"1208","","","","","","","19326","19326","19326","0.59375","0.59375","0.59375"
"1209","","","","","","","19342","19342","19342","0.9375","0.9375","0.9375"
"1210","","","","","","","19358","19358","19358","0.875","0.875","0.875"
"1211","","","","","","","19374","19374","19374","0.84375","0.84375","0.84375"
"1212","","","","","","","19390","19390","19390","0.90625","0.90625","0.90625"
"1213","","","","","","","19406","19406","19406","0.84375","0.84375","0.84375"
"1214","","","","","","","19422","19422","19422","0.6875","0.6875","0.6875"
"1215","","","","","","","19438","19438","19438","0.78125","0.78125","0.78125"
"1216","","","","","","","19454","19454","19454","0.8125","0.8125","0.8125"
"1217","","","","","","","19470","19470","19470","0.875","0.875","0.875"
"1218","","","","","","","19486","19486","19486","0.96875","0.96875","0.96875"
"1219","","","","","","","19502","19502","19502","0.8125","0.8125","0.8125"
"1220","","","","","","","19518","19518","19518","1","1","1"
"1221","","","","","","","19534","19534","19534","0.71875","0.71875","0.71875"
"1222","","","","","","","19550","19550","19550","0.625","0.625","0.625"
"1223","","","","","","","19566","19566","19566","0.96875","0.96875","0.96875"
"1224","","","","","","","19582","19582","19582","0.9375","0.9375","0.9375"
"1225","","","","","","","19598","19598","19598","0.71875","0.71875","0.71875"
"1226","","","","","","","19614","19614","19614","0.96875","0.96875","0.96875"
"1227","","","","","","","19630","19630","19630","0.8125","0.8125","0.8125"
"1228","","","","","","","19646","19646","19646","0.78125","0.78125","0.78125"
"1229","","","","","","","19662","19662","19662","0.78125","0.78125","0.78125"
"1230","","","","","","","19678","19678","19678","0.46875","0.46875","0.46875"
"1231","","","","","","","19694","19694","19694","0.875","0.875","0.875"
"1232","","","","","","","19710","19710","19710","0.65625","0.65625","0.65625"
"1233","","","","","","","19726","19726","19726","0.9375","0.9375","0.9375"
"1234","","","","","","","19742","19742","19742","0.875","0.875","0.875"
"1235","","","","","","","19758","19758","19758","0.96875","0.96875","0.96875"
"1236","","","","","","","19774","19774","19774","0.6875","0.6875","0.6875"
"1237","","","","","","","19790","19790","19790","0.53125","0.53125","0.53125"
"1238","","","","","","","19806","19806","19806","0.71875","0.71875","0.71875"
"1239","","","","","","","19822","19822","19822","0.375","0.375","0.375"
"1240","","","","","","","19838","19838","19838","0.875","0.875","0.875"
"1241","","","","","","","19854","19854","19854","0.90625","0.90625","0.90625"
"1242","","","","","","","19870","19870","19870","0.78125","0.78125","0.78125"
"1243","","","","","","","19886","19886","19886","0.6875","0.6875","0.6875"
"1244","","","","","","","19902","19902","19902","0.78125","0.78125","0.78125"
"1245","","","","","","","19918","19918","19918","0.84375","0.84375","0.84375"
"1246","","","","","","","19934","19934","19934","0.84375","0.84375","0.84375"
"1247","","","","","","","19950","19950","19950","0.9375","0.9375","0.9375"
"1248","","","","","","","19966","19966","19966","0.84375","0.84375","0.84375"
"1249","","","","","","","19982","19982","19982","0.625","0.625","0.625"
"1250","","","","","","","19998","19998","19998","0.90625","0.90625","0.90625"
"1251","","","","","","","20014","20014","20014","0.84375","0.84375","0.84375"
"1252","","","","","","","20030","20030","20030","0.625","0.625","0.625"
"1253","","","","","","","20046","20046","20046","0.84375","0.84375","0.84375"
"1254","","","","","","","20062","20062","20062","0.96875","0.96875","0.96875"
"1255","","","","","","","20078","20078","20078","0.625","0.625","0.625"
"1256","","","","","","","20094","20094","20094","0.75","0.75","0.75"
"1257","","","","","","","20110","20110","20110","0.8125","0.8125","0.8125"
"1258","","","","","","","20126","20126","20126","0.78125","0.78125","0.78125"
"1259","","","","","","","20142","20142","20142","0.75","0.75","0.75"
"1260","","","","","","","20158","20158","20158","0.9375","0.9375","0.9375"
"1261","","","","","","","20174","20174","20174","0.875","0.875","0.875"
"1262","","","","","","","20190","20190","20190","0.375","0.375","0.375"
"1263","","","","","","","20206","20206","20206","0.90625","0.90625","0.90625"
"1264","","","","","","","20222","20222","20222","0.96875","0.96875","0.96875"
"1265","","","","","","","20238","20238","20238","0.90625","0.90625","0.90625"
"1266","","","","","","","20254","20254","20254","0.84375","0.84375","0.84375"
"1267","","","","","","","20270","20270","20270","0.6875","0.6875","0.6875"
"1268","","","","","","","20286","20286","20286","0.84375","0.84375","0.84375"
"1269","","","","","","","20302","20302","20302","0.8125","0.8125","0.8125"
"1270","","","","","","","20318","20318","20318","0.84375","0.84375","0.84375"
"1271","","","","","","","20334","20334","20334","1","1","1"
"1272","","","","","","","20350","20350","20350","0.9375","0.9375","0.9375"
"1273","","","","","","","20366","20366","20366","0.5625","0.5625","0.5625"
"1274","","","","","","","20382","20382","20382","0.5625","0.5625","0.5625"
"1275","","","","","","","20398","20398","20398","0.78125","0.78125","0.78125"
"1276","","","","","","","20414","20414","20414","0.875","0.875","0.875"
"1277","","","","","","","20430","20430","20430","0.9375","0.9375","0.9375"
"1278","","","","","","","20446","20446","20446","0.96875","0.96875","0.96875"
"1279","","","","","","","20462","20462","20462","0.5625","0.5625","0.5625"
"1280","","","","","","","20478","20478","20478","0.9375","0.9375","0.9375"
"1281","","","","","","","20494","20494","20494","0.46875","0.46875","0.46875"
"1282","","","","","","","20510","20510","20510","0.90625","0.90625","0.90625"
"1283","","","","","","","20526","20526","20526","0.875","0.875","0.875"
"1284","","","","","","","20542","20542","20542","0.3125","0.3125","0.3125"
"1285","","","","","","","20558","20558","20558","0.84375","0.84375","0.84375"
"1286","","","","","","","20574","20574","20574","0.71875","0.71875","0.71875"
"1287","","","","","","","20590","20590","20590","0.5625","0.5625","0.5625"
"1288","","","","","","","20606","20606","20606","0.9375","0.9375","0.9375"
"1289","","","","","","","20622","20622","20622","0.84375","0.84375","0.84375"
"1290","","","","","","","20638","20638","20638","0.9375","0.9375","0.9375"
"1291","","","","","","","20654","20654","20654","0.875","0.875","0.875"
"1292","","","","","","","20670","20670","20670","0.96875","0.96875","0.96875"
"1293","","","","","","","20686","20686","20686","0.90625","0.90625","0.90625"
"1294","","","","","","","20702","20702","20702","0.90625","0.90625","0.90625"
"1295","","","","","","","20718","20718","20718","0.65625","0.65625","0.65625"
"1296","","","","","","","20734","20734","20734","0.75","0.75","0.75"
"1297","","","","","","","20750","20750","20750","0.9375","0.9375","0.9375"
"1298","","","","","","","20766","20766","20766","0.90625","0.90625","0.90625"
"1299","","","","","","","20782","20782","20782","1","1","1"
"1300","","","","","","","20798","20798","20798","0.90625","0.90625","0.90625"
"1301","","","","","","","20814","20814","20814","0.84375","0.84375","0.84375"
"1302","","","","","","","20830","20830","20830","0.8125","0.8125","0.8125"
"1303","","","","","","","20846","20846","20846","0.90625","0.90625","0.90625"
"1304","","","","","","","20862","20862","20862","0.875","0.875","0.875"
"1305","","","","","","","20878","20878","20878","0.9375","0.9375","0.9375"
"1306","","","","","","","20894","20894","20894","0.96875","0.96875","0.96875"
"1307","","","","","","","20910","20910","20910","0.75","0.75","0.75"
"1308","","","","","","","20926","20926","20926","0.875","0.875","0.875"
"1309","","","","","","","20942","20942","20942","0.65625","0.65625","0.65625"
"1310","","","","","","","20958","20958","20958","0.71875","0.71875","0.71875"
"1311","","","","","","","20974","20974","20974","0.34375","0.34375","0.34375"
"1312","","","","","","","20990","20990","20990","0.8125","0.8125","0.8125"
"1313","","","","","","","21006","21006","21006","0.90625","0.90625","0.90625"
"1314","","","","","","","21022","21022","21022","0.8125","0.8125","0.8125"
"1315","","","","","","","21038","21038","21038","0.71875","0.71875","0.71875"
"1316","","","","","","","21054","21054","21054","0.78125","0.78125","0.78125"
"1317","","","","","","","21070","21070","21070","0.90625","0.90625","0.90625"
"1318","","","","","","","21086","21086","21086","0.84375","0.84375","0.84375"
"1319","","","","","","","21102","21102","21102","0.625","0.625","0.625"
"1320","","","","","","","21118","21118","21118","0.96875","0.96875","0.96875"
"1321","","","","","","","21134","21134","21134","0.6875","0.6875","0.6875"
"1322","","","","","","","21150","21150","21150","0.9375","0.9375","0.9375"
"1323","","","","","","","21166","21166","21166","0.75","0.75","0.75"
"1324","","","","","","","21182","21182","21182","0.875","0.875","0.875"
"1325","","","","","","","21198","21198","21198","0.59375","0.59375","0.59375"
"1326","","","","","","","21214","21214","21214","0.8125","0.8125","0.8125"
"1327","","","","","","","21230","21230","21230","0.90625","0.90625","0.90625"
"1328","","","","","","","21246","21246","21246","0.84375","0.84375","0.84375"
"1329","","","","","","","21262","21262","21262","0.9375","0.9375","0.9375"
"1330","","","","","","","21278","21278","21278","0.75","0.75","0.75"
"1331","","","","","","","21294","21294","21294","0.71875","0.71875","0.71875"
"1332","","","","","","","21310","21310","21310","0.96875","0.96875","0.96875"
"1333","","","","","","","21326","21326","21326","0.8125","0.8125","0.8125"
"1334","","","","","","","21342","21342","21342","0.9375","0.9375","0.9375"
"1335","","","","","","","21358","21358","21358","0.5","0.5","0.5"
"1336","","","","","","","21374","21374","21374","0.84375","0.84375","0.84375"
"1337","","","","","","","21390","21390","21390","0.71875","0.71875","0.71875"
"1338","","","","","","","21406","21406","21406","0.78125","0.78125","0.78125"
"1339","","","","","","","21422","21422","21422","0.90625","0.90625","0.90625"
"1340","","","","","","","21438","21438","21438","0.875","0.875","0.875"
"1341","","","","","","","21454","21454","21454","0.71875","0.71875","0.71875"
"1342","","","","","","","21470","21470","21470","0.625","0.625","0.625"
"1343","","","","","","","21486","21486","21486","0.875","0.875","0.875"
"1344","","","","","","","21502","21502","21502","0.53125","0.53125","0.53125"
"1345","","","","","","","21518","21518","21518","0.8125","0.8125","0.8125"
"1346","","","","","","","21534","21534","21534","0.65625","0.65625","0.65625"
"1347","","","","","","","21550","21550","21550","0.96875","0.96875","0.96875"
"1348","","","","","","","21566","21566","21566","0.84375","0.84375","0.84375"
"1349","","","","","","","21582","21582","21582","0.65625","0.65625","0.65625"
"1350","","","","","","","21598","21598","21598","0.9375","0.9375","0.9375"
"1351","","","","","","","21614","21614","21614","0.65625","0.65625","0.65625"
"1352","","","","","","","21630","21630","21630","0.8125","0.8125","0.8125"
"1353","","","","","","","21646","21646","21646","0.84375","0.84375","0.84375"
"1354","","","","","","","21662","21662","21662","0.75","0.75","0.75"
"1355","","","","","","","21678","21678","21678","0.5625","0.5625","0.5625"
"1356","","","","","","","21694","21694","21694","0.8125","0.8125","0.8125"
"1357","","","","","","","21710","21710","21710","0.84375","0.84375","0.84375"
"1358","","","","","","","21726","21726","21726","0.90625","0.90625","0.90625"
"1359","","","","","","","21742","21742","21742","0.875","0.875","0.875"
"1360","","","","","","","21758","21758","21758","0.6875","0.6875","0.6875"
"1361","","","","","","","21774","21774","21774","0.78125","0.78125","0.78125"
"1362","","","","","","","21790","21790","21790","0.71875","0.71875","0.71875"
"1363","","","","","","","21806","21806","21806","0.875","0.875","0.875"
"1364","","","","","","","21822","21822","21822","0.6875","0.6875","0.6875"
"1365","","","","","","","21838","21838","21838","0.8125","0.8125","0.8125"
"1366","","","","","","","21854","21854","21854","0.625","0.625","0.625"
"1367","","","","","","","21870","21870","21870","0.4375","0.4375","0.4375"
"1368","","","","","","","21886","21886","21886","0.90625","0.90625","0.90625"
"1369","","","","","","","21902","21902","21902","0.96875","0.96875","0.96875"
"1370","","","","","","","21918","21918","21918","0.9375","0.9375","0.9375"
"1371","","","","","","","21934","21934","21934","0.90625","0.90625","0.90625"
"1372","","","","","","","21950","21950","21950","0.78125","0.78125","0.78125"
"1373","","","","","","","21966","21966","21966","0.75","0.75","0.75"
"1374","","","","","","","21982","21982","21982","0.8125","0.8125","0.8125"
"1375","","","","","","","21998","21998","21998","0.84375","0.84375","0.84375"
"1376","","","","","","","22014","22014","22014","0.75","0.75","0.75"
"1377","","","","","","","22030","22030","22030","0.75","0.75","0.75"
"1378","","","","","","","22046","22046","22046","0.8125","0.8125","0.8125"
"1379","","","","","","","22062","22062","22062","0.8125","0.8125","0.8125"
"1380","","","","","","","22078","22078","22078","0.84375","0.84375","0.84375"
"1381","","","","","","","22094","22094","22094","0.6875","0.6875","0.6875"
"1382","","","","","","","22110","22110","22110","0.875","0.875","0.875"
"1383","","","","","","","22126","22126","22126","0.9375","0.9375","0.9375"
"1384","","","","","","","22142","22142","22142","0.625","0.625","0.625"
"1385","","","","","","","22158","22158","22158","0.75","0.75","0.75"
"1386","","","","","","","22174","22174","22174","0.8125","0.8125","0.8125"
"1387","","","","","","","22190","22190","22190","0.875","0.875","0.875"
"1388","","","","","","","22206","22206","22206","0.5625","0.5625","0.5625"
"1389","","","","","","","22222","22222","22222","0.625","0.625","0.625"
"1390","","","","","","","22238","22238","22238","0.71875","0.71875","0.71875"
"1391","","","","","","","22254","22254","22254","0.75","0.75","0.75"
"1392","","","","","","","22270","22270","22270","0.5625","0.5625","0.5625"
"1393","","","","","","","22286","22286","22286","0.875","0.875","0.875"
"1394","","","","","","","22302","22302","22302","0.84375","0.84375","0.84375"
"1395","","","","","","","22318","22318","22318","0.90625","0.90625","0.90625"
"1396","","","","","","","22334","22334","22334","0.75","0.75","0.75"
"1397","","","","","","","22350","22350","22350","0.9375","0.9375","0.9375"
"1398","","","","","","","22366","22366","22366","0.96875","0.96875","0.96875"
"1399","","","","","","","22382","22382","22382","0.84375","0.84375","0.84375"
"1400","","","","","","","22398","22398","22398","0.875","0.875","0.875"
"1401","","","","","","","22414","22414","22414","1","1","1"
"1402","","","","","","","22430","22430","22430","0.65625","0.65625","0.65625"
"1403","","","","","","","22446","22446","22446","1","1","1"
"1404","","","","","","","22462","22462","22462","0.78125","0.78125","0.78125"
"1405","","","","","","","22478","22478","22478","0.75","0.75","0.75"
"1406","","","","","","","22494","22494","22494","0.84375","0.84375","0.84375"
"1407","","","","","","","22510","22510","22510","0.6875","0.6875","0.6875"
"1408","","","","","","","22526","22526","22526","0.75","0.75","0.75"
"1409","","","","","","","22542","22542","22542","0.59375","0.59375","0.59375"
"1410","","","","","","","22558","22558","22558","0.78125","0.78125","0.78125"
"1411","","","","","","","22574","22574","22574","0.71875","0.71875","0.71875"
"1412","","","","","","","22590","22590","22590","0.8125","0.8125","0.8125"
"1413","","","","","","","22606","22606","22606","0.90625","0.90625","0.90625"
"1414","","","","","","","22622","22622","22622","0.71875","0.71875","0.71875"
"1415","","","","","","","22638","22638","22638","0.875","0.875","0.875"
"1416","","","","","","","22654","22654","22654","0.875","0.875","0.875"
"1417","","","","","","","22670","22670","22670","0.625","0.625","0.625"
"1418","","","","","","","22686","22686","22686","0.59375","0.59375","0.59375"
"1419","","","","","","","22702","22702","22702","0.84375","0.84375","0.84375"
"1420","","","","","","","22718","22718","22718","0.9375","0.9375","0.9375"
"1421","","","","","","","22734","22734","22734","0.46875","0.46875","0.46875"
"1422","","","","","","","22750","22750","22750","0.875","0.875","0.875"
"1423","","","","","","","22766","22766","22766","0.71875","0.71875","0.71875"
"1424","","","","","","","22782","22782","22782","0.625","0.625","0.625"
"1425","","","","","","","22798","22798","22798","0.96875","0.96875","0.96875"
"1426","","","","","","","22814","22814","22814","0.9375","0.9375","0.9375"
"1427","","","","","","","22830","22830","22830","0.75","0.75","0.75"
"1428","","","","","","","22846","22846","22846","0.6875","0.6875","0.6875"
"1429","","","","","","","22862","22862","22862","0.84375","0.84375","0.84375"
"1430","","","","","","","22878","22878","22878","0.9375","0.9375","0.9375"
"1431","","","","","","","22894","22894","22894","0.90625","0.90625","0.90625"
"1432","","","","","","","22910","22910","22910","0.90625","0.90625","0.90625"
"1433","","","","","","","22926","22926","22926","0.71875","0.71875","0.71875"
"1434","","","","","","","22942","22942","22942","0.65625","0.65625","0.65625"
"1435","","","","","","","22958","22958","22958","0.8125","0.8125","0.8125"
"1436","","","","","","","22974","22974","22974","0.75","0.75","0.75"
"1437","","","","","","","22990","22990","22990","0.90625","0.90625","0.90625"
"1438","","","","","","","23006","23006","23006","0.84375","0.84375","0.84375"
"1439","","","","","","","23022","23022","23022","0.71875","0.71875","0.71875"
"1440","","","","","","","23038","23038","23038","0.9375","0.9375","0.9375"
"1441","","","","","","","23054","23054","23054","0.75","0.75","0.75"
"1442","","","","","","","23070","23070","23070","0.71875","0.71875","0.71875"
"1443","","","","","","","23086","23086","23086","0.625","0.625","0.625"
"1444","","","","","","","23102","23102","23102","0.75","0.75","0.75"
"1445","","","","","","","23118","23118","23118","0.875","0.875","0.875"
"1446","","","","","","","23134","23134","23134","0.875","0.875","0.875"
"1447","","","","","","","23150","23150","23150","0.8125","0.8125","0.8125"
"1448","","","","","","","23166","23166","23166","0.6875","0.6875","0.6875"
"1449","","","","","","","23182","23182","23182","0.84375","0.84375","0.84375"
"1450","","","","","","","23198","23198","23198","0.875","0.875","0.875"
"1451","","","","","","","23214","23214","23214","0.84375","0.84375","0.84375"
"1452","","","","","","","23230","23230","23230","0.625","0.625","0.625"
"1453","","","","","","","23246","23246","23246","0.5625","0.5625","0.5625"
"1454","","","","","","","23262","23262","23262","0.84375","0.84375","0.84375"
"1455","","","","","","","23278","23278","23278","0.6875","0.6875","0.6875"
"1456","","","","","","","23294","23294","23294","0.8125","0.8125","0.8125"
"1457","","","","","","","23310","23310","23310","0.84375","0.84375","0.84375"
"1458","","","","","","","23326","23326","23326","0.6875","0.6875","0.6875"
"1459","","","","","","","23342","23342","23342","0.59375","0.59375","0.59375"
"1460","","","","","","","23358","23358","23358","0.71875","0.71875","0.71875"
"1461","","","","","","","23374","23374","23374","0.8125","0.8125","0.8125"
"1462","","","","","","","23390","23390","23390","0.84375","0.84375","0.84375"
"1463","","","","","","","23406","23406","23406","0.71875","0.71875","0.71875"
"1464","","","","","","","23422","23422","23422","1","1","1"
"1465","","","","","","","23438","23438","23438","0.84375","0.84375","0.84375"
"1466","","","","","","","23454","23454","23454","0.84375","0.84375","0.84375"
"1467","","","","","","","23470","23470","23470","0.90625","0.90625","0.90625"
"1468","","","","","","","23486","23486","23486","0.96875","0.96875","0.96875"
"1469","","","","","","","23502","23502","23502","0.84375","0.84375","0.84375"
"1470","","","","","","","23518","23518","23518","0.8125","0.8125","0.8125"
"1471","","","","","","","23534","23534","23534","0.71875","0.71875","0.71875"
"1472","","","","","","","23550","23550","23550","0.84375","0.84375","0.84375"
"1473","","","","","","","23566","23566","23566","0.78125","0.78125","0.78125"
"1474","","","","","","","23582","23582","23582","0.6875","0.6875","0.6875"
"1475","","","","","","","23598","23598","23598","0.84375","0.84375","0.84375"
"1476","","","","","","","23614","23614","23614","0.875","0.875","0.875"
"1477","","","","","","","23630","23630","23630","0.5625","0.5625","0.5625"
"1478","","","","","","","23646","23646","23646","0.875","0.875","0.875"
"1479","","","","","","","23662","23662","23662","0.71875","0.71875","0.71875"
"1480","","","","","","","23678","23678","23678","0.59375","0.59375","0.59375"
"1481","","","","","","","23694","23694","23694","0.75","0.75","0.75"
"1482","","","","","","","23710","23710","23710","0.6875","0.6875","0.6875"
"1483","","","","","","","23726","23726","23726","0.8125","0.8125","0.8125"
"1484","","","","","","","23742","23742","23742","0.90625","0.90625","0.90625"
"1485","","","","","","","23758","23758","23758","0.65625","0.65625","0.65625"
"1486","","","","","","","23774","23774","23774","0.71875","0.71875","0.71875"
"1487","","","","","","","23790","23790","23790","0.9375","0.9375","0.9375"
"1488","","","","","","","23806","23806","23806","0.9375","0.9375","0.9375"
"1489","","","","","","","23822","23822","23822","0.8125","0.8125","0.8125"
"1490","","","","","","","23838","23838","23838","0.75","0.75","0.75"
"1491","","","","","","","23854","23854","23854","0.9375","0.9375","0.9375"
"1492","","","","","","","23870","23870","23870","0.9375","0.9375","0.9375"
"1493","","","","","","","23886","23886","23886","0.65625","0.65625","0.65625"
"1494","","","","","","","23902","23902","23902","0.625","0.625","0.625"
"1495","","","","","","","23918","23918","23918","0.9375","0.9375","0.9375"
"1496","","","","","","","23934","23934","23934","0.96875","0.96875","0.96875"
"1497","","","","","","","23950","23950","23950","0.84375","0.84375","0.84375"
"1498","","","","","","","23966","23966","23966","0.96875","0.96875","0.96875"
"1499","","","","","","","23982","23982","23982","0.875","0.875","0.875"
"1500","","","","","","","23998","23998","23998","0.875","0.875","0.875"
"1501","","","","","","","24014","24014","24014","0.59375","0.59375","0.59375"
"1502","","","","","","","24030","24030","24030","0.9375","0.9375","0.9375"
"1503","","","","","","","24046","24046","24046","0.78125","0.78125","0.78125"
"1504","","","","","","","24062","24062","24062","0.625","0.625","0.625"
"1505","","","","","","","24078","24078","24078","0.875","0.875","0.875"
"1506","","","","","","","24094","24094","24094","0.5","0.5","0.5"
"1507","","","","","","","24110","24110","24110","0.78125","0.78125","0.78125"
"1508","","","","","","","24126","24126","24126","0.46875","0.46875","0.46875"
"1509","","","","","","","24142","24142","24142","0.875","0.875","0.875"
"1510","","","","","","","24158","24158","24158","0.5","0.5","0.5"
"1511","","","","","","","24174","24174","24174","0.8125","0.8125","0.8125"
"1512","","","","","","","24190","24190","24190","0.96875","0.96875","0.96875"
"1513","","","","","","","24206","24206","24206","0.78125","0.78125","0.78125"
"1514","","","","","","","24222","24222","24222","0.9375","0.9375","0.9375"
"1515","","","","","","","24238","24238","24238","0.6875","0.6875","0.6875"
"1516","","","","","","","24254","24254","24254","0.65625","0.65625","0.65625"
"1517","","","","","","","24270","24270","24270","0.65625","0.65625","0.65625"
"1518","","","","","","","24286","24286","24286","0.625","0.625","0.625"
"1519","","","","","","","24302","24302","24302","0.625","0.625","0.625"
"1520","","","","","","","24318","24318","24318","0.6875","0.6875","0.6875"
