"train/global_step","rare-sunset-210 - _step","rare-sunset-210 - _step__MIN","rare-sunset-210 - _step__MAX","rare-sunset-210 - train/rewards/wrapped_reward/mean","rare-sunset-210 - train/rewards/wrapped_reward/mean__MIN","rare-sunset-210 - train/rewards/wrapped_reward/mean__MAX","royal-water-208 - _step","royal-water-208 - _step__MIN","royal-water-208 - _step__MAX","royal-water-208 - train/rewards/wrapped_reward/mean","royal-water-208 - train/rewards/wrapped_reward/mean__MIN","royal-water-208 - train/rewards/wrapped_reward/mean__MAX"
"541","8654","8654","8654","0.625","0.625","0.625","8654","8654","8654","0.75","0.75","0.75"
"542","8670","8670","8670","0.53125","0.53125","0.53125","8670","8670","8670","0.75","0.75","0.75"
"543","8686","8686","8686","0.65625","0.65625","0.65625","8686","8686","8686","0.875","0.875","0.875"
"544","8702","8702","8702","0.78125","0.78125","0.78125","8702","8702","8702","0.84375","0.84375","0.84375"
"545","8718","8718","8718","0.78125","0.78125","0.78125","8718","8718","8718","0.8125","0.8125","0.8125"
"546","8734","8734","8734","0.5","0.5","0.5","8734","8734","8734","0.75","0.75","0.75"
"547","8750","8750","8750","0.34375","0.34375","0.34375","8750","8750","8750","0.75","0.75","0.75"
"548","8766","8766","8766","0.9375","0.9375","0.9375","8766","8766","8766","0.9375","0.9375","0.9375"
"549","8782","8782","8782","0.9375","0.9375","0.9375","8782","8782","8782","0.9375","0.9375","0.9375"
"550","8798","8798","8798","0.5625","0.5625","0.5625","8798","8798","8798","0.78125","0.78125","0.78125"
"551","8814","8814","8814","0.84375","0.84375","0.84375","8814","8814","8814","0.9375","0.9375","0.9375"
"552","8830","8830","8830","0.71875","0.71875","0.71875","8830","8830","8830","0.8125","0.8125","0.8125"
"553","8846","8846","8846","0.84375","0.84375","0.84375","8846","8846","8846","0.625","0.625","0.625"
"554","8862","8862","8862","0.9375","0.9375","0.9375","8862","8862","8862","0.875","0.875","0.875"
"555","8878","8878","8878","0.8125","0.8125","0.8125","8878","8878","8878","0.71875","0.71875","0.71875"
"556","8894","8894","8894","0.625","0.625","0.625","8894","8894","8894","0.5625","0.5625","0.5625"
"557","8910","8910","8910","0.78125","0.78125","0.78125","8910","8910","8910","0.53125","0.53125","0.53125"
"558","8926","8926","8926","0.84375","0.84375","0.84375","8926","8926","8926","0.84375","0.84375","0.84375"
"559","8942","8942","8942","0.84375","0.84375","0.84375","8942","8942","8942","0.90625","0.90625","0.90625"
"560","8958","8958","8958","0.625","0.625","0.625","8958","8958","8958","0.46875","0.46875","0.46875"
"561","8974","8974","8974","0.625","0.625","0.625","8974","8974","8974","0.59375","0.59375","0.59375"
"562","8990","8990","8990","0.75","0.75","0.75","8990","8990","8990","0.65625","0.65625","0.65625"
"563","9006","9006","9006","0.46875","0.46875","0.46875","9006","9006","9006","0.875","0.875","0.875"
"564","9022","9022","9022","0.78125","0.78125","0.78125","9022","9022","9022","0.75","0.75","0.75"
"565","9038","9038","9038","0.71875","0.71875","0.71875","9038","9038","9038","0.65625","0.65625","0.65625"
"566","9054","9054","9054","0.90625","0.90625","0.90625","9054","9054","9054","0.8125","0.8125","0.8125"
"567","9070","9070","9070","0.75","0.75","0.75","9070","9070","9070","0.90625","0.90625","0.90625"
"568","9086","9086","9086","0.78125","0.78125","0.78125","9086","9086","9086","0.6875","0.6875","0.6875"
"569","9102","9102","9102","0.65625","0.65625","0.65625","9102","9102","9102","0.96875","0.96875","0.96875"
"570","9118","9118","9118","0.84375","0.84375","0.84375","9118","9118","9118","0.875","0.875","0.875"
"571","9134","9134","9134","0.4375","0.4375","0.4375","9134","9134","9134","0.53125","0.53125","0.53125"
"572","9150","9150","9150","0.8125","0.8125","0.8125","9150","9150","9150","0.9375","0.9375","0.9375"
"573","9166","9166","9166","0.53125","0.53125","0.53125","9166","9166","9166","0.75","0.75","0.75"
"574","9182","9182","9182","0.75","0.75","0.75","9182","9182","9182","0.6875","0.6875","0.6875"
"575","9198","9198","9198","0.84375","0.84375","0.84375","9198","9198","9198","0.6875","0.6875","0.6875"
"576","9214","9214","9214","0.75","0.75","0.75","9214","9214","9214","0.84375","0.84375","0.84375"
"577","9230","9230","9230","0.65625","0.65625","0.65625","9230","9230","9230","0.8125","0.8125","0.8125"
"578","9246","9246","9246","0.71875","0.71875","0.71875","9246","9246","9246","0.875","0.875","0.875"
"579","9262","9262","9262","0.8125","0.8125","0.8125","9262","9262","9262","0.59375","0.59375","0.59375"
"580","9278","9278","9278","0.6875","0.6875","0.6875","9278","9278","9278","0.625","0.625","0.625"
"581","9294","9294","9294","0.6875","0.6875","0.6875","9294","9294","9294","0.78125","0.78125","0.78125"
"582","9310","9310","9310","0.96875","0.96875","0.96875","9310","9310","9310","0.75","0.75","0.75"
"583","9326","9326","9326","0.8125","0.8125","0.8125","9326","9326","9326","0.53125","0.53125","0.53125"
"584","9342","9342","9342","0.875","0.875","0.875","9342","9342","9342","0.53125","0.53125","0.53125"
"585","9358","9358","9358","0.8125","0.8125","0.8125","9358","9358","9358","0.625","0.625","0.625"
"586","9374","9374","9374","0.90625","0.90625","0.90625","9374","9374","9374","0.65625","0.65625","0.65625"
"587","9390","9390","9390","0.90625","0.90625","0.90625","9390","9390","9390","0.78125","0.78125","0.78125"
"588","9406","9406","9406","0.96875","0.96875","0.96875","9406","9406","9406","0.625","0.625","0.625"
"589","9422","9422","9422","0.75","0.75","0.75","9422","9422","9422","0.6875","0.6875","0.6875"
"590","9438","9438","9438","0.78125","0.78125","0.78125","9438","9438","9438","0.6875","0.6875","0.6875"
"591","9454","9454","9454","0.96875","0.96875","0.96875","9454","9454","9454","0.78125","0.78125","0.78125"
"592","9470","9470","9470","0.90625","0.90625","0.90625","9470","9470","9470","0.90625","0.90625","0.90625"
"593","9486","9486","9486","0.78125","0.78125","0.78125","9486","9486","9486","0.75","0.75","0.75"
"594","9502","9502","9502","0.78125","0.78125","0.78125","9502","9502","9502","0.8125","0.8125","0.8125"
"595","9518","9518","9518","0.9375","0.9375","0.9375","9518","9518","9518","0.78125","0.78125","0.78125"
"596","9534","9534","9534","0.8125","0.8125","0.8125","9534","9534","9534","0.65625","0.65625","0.65625"
"597","9550","9550","9550","0.8125","0.8125","0.8125","9550","9550","9550","0.84375","0.84375","0.84375"
"598","9566","9566","9566","0.78125","0.78125","0.78125","9566","9566","9566","0.625","0.625","0.625"
"599","9582","9582","9582","0.84375","0.84375","0.84375","9582","9582","9582","0.8125","0.8125","0.8125"
"600","9598","9598","9598","0.78125","0.78125","0.78125","9598","9598","9598","0.53125","0.53125","0.53125"
"601","9614","9614","9614","0.90625","0.90625","0.90625","9614","9614","9614","0.375","0.375","0.375"
"602","9630","9630","9630","0.53125","0.53125","0.53125","9630","9630","9630","0.8125","0.8125","0.8125"
"603","9646","9646","9646","0.71875","0.71875","0.71875","9646","9646","9646","0.625","0.625","0.625"
"604","9662","9662","9662","0.6875","0.6875","0.6875","9662","9662","9662","0.9375","0.9375","0.9375"
"605","9678","9678","9678","0.9375","0.9375","0.9375","9678","9678","9678","0.84375","0.84375","0.84375"
"606","9694","9694","9694","0.84375","0.84375","0.84375","9694","9694","9694","0.65625","0.65625","0.65625"
"607","9710","9710","9710","0.71875","0.71875","0.71875","9710","9710","9710","0.75","0.75","0.75"
"608","9726","9726","9726","0.875","0.875","0.875","9726","9726","9726","1","1","1"
"609","9742","9742","9742","0.84375","0.84375","0.84375","9742","9742","9742","0.78125","0.78125","0.78125"
"610","9758","9758","9758","0.78125","0.78125","0.78125","9758","9758","9758","0.8125","0.8125","0.8125"
"611","9774","9774","9774","0.84375","0.84375","0.84375","9774","9774","9774","0.78125","0.78125","0.78125"
"612","9790","9790","9790","0.71875","0.71875","0.71875","9790","9790","9790","0.8125","0.8125","0.8125"
"613","9806","9806","9806","0.8125","0.8125","0.8125","9806","9806","9806","0.75","0.75","0.75"
"614","9822","9822","9822","0.53125","0.53125","0.53125","9822","9822","9822","0.65625","0.65625","0.65625"
"615","9838","9838","9838","0.625","0.625","0.625","9838","9838","9838","0.71875","0.71875","0.71875"
"616","9854","9854","9854","0.6875","0.6875","0.6875","9854","9854","9854","0.9375","0.9375","0.9375"
"617","9870","9870","9870","0.78125","0.78125","0.78125","9870","9870","9870","0.6875","0.6875","0.6875"
"618","9886","9886","9886","0.9375","0.9375","0.9375","9886","9886","9886","0.71875","0.71875","0.71875"
"619","9902","9902","9902","0.8125","0.8125","0.8125","9902","9902","9902","0.8125","0.8125","0.8125"
"620","9918","9918","9918","0.75","0.75","0.75","9918","9918","9918","0.84375","0.84375","0.84375"
"621","9934","9934","9934","0.65625","0.65625","0.65625","9934","9934","9934","0.9375","0.9375","0.9375"
"622","9950","9950","9950","0.5625","0.5625","0.5625","9950","9950","9950","0.90625","0.90625","0.90625"
"623","9966","9966","9966","0.8125","0.8125","0.8125","9966","9966","9966","0.5625","0.5625","0.5625"
"624","9982","9982","9982","0.78125","0.78125","0.78125","9982","9982","9982","0.71875","0.71875","0.71875"
"625","9998","9998","9998","0.71875","0.71875","0.71875","9998","9998","9998","0.6875","0.6875","0.6875"
"626","10014","10014","10014","0.875","0.875","0.875","10014","10014","10014","0.71875","0.71875","0.71875"
"627","10030","10030","10030","0.78125","0.78125","0.78125","10030","10030","10030","0.53125","0.53125","0.53125"
"628","10046","10046","10046","0.8125","0.8125","0.8125","10046","10046","10046","0.84375","0.84375","0.84375"
"629","10062","10062","10062","0.84375","0.84375","0.84375","10062","10062","10062","0.96875","0.96875","0.96875"
"630","10078","10078","10078","0.53125","0.53125","0.53125","10078","10078","10078","0.34375","0.34375","0.34375"
"631","10094","10094","10094","0.875","0.875","0.875","10094","10094","10094","0.71875","0.71875","0.71875"
"632","10110","10110","10110","0.84375","0.84375","0.84375","10110","10110","10110","0.75","0.75","0.75"
"633","10126","10126","10126","0.65625","0.65625","0.65625","10126","10126","10126","0.8125","0.8125","0.8125"
"634","10142","10142","10142","0.8125","0.8125","0.8125","10142","10142","10142","0.9375","0.9375","0.9375"
"635","10158","10158","10158","0.75","0.75","0.75","10158","10158","10158","0.90625","0.90625","0.90625"
"636","10174","10174","10174","0.84375","0.84375","0.84375","10174","10174","10174","0.75","0.75","0.75"
"637","10190","10190","10190","0.65625","0.65625","0.65625","10190","10190","10190","0.40625","0.40625","0.40625"
"638","10206","10206","10206","0.59375","0.59375","0.59375","10206","10206","10206","0.90625","0.90625","0.90625"
"639","10222","10222","10222","0.8125","0.8125","0.8125","10222","10222","10222","0.71875","0.71875","0.71875"
"640","10238","10238","10238","0.65625","0.65625","0.65625","10238","10238","10238","0.78125","0.78125","0.78125"
"641","10254","10254","10254","0.9375","0.9375","0.9375","10254","10254","10254","0.75","0.75","0.75"
"642","10270","10270","10270","0.84375","0.84375","0.84375","10270","10270","10270","0.75","0.75","0.75"
"643","10286","10286","10286","0.71875","0.71875","0.71875","10286","10286","10286","0.90625","0.90625","0.90625"
"644","10302","10302","10302","0.90625","0.90625","0.90625","10302","10302","10302","0.875","0.875","0.875"
"645","10318","10318","10318","0.71875","0.71875","0.71875","10318","10318","10318","0.53125","0.53125","0.53125"
"646","10334","10334","10334","0.78125","0.78125","0.78125","10334","10334","10334","0.71875","0.71875","0.71875"
"647","10350","10350","10350","0.9375","0.9375","0.9375","10350","10350","10350","0.8125","0.8125","0.8125"
"648","10366","10366","10366","0.90625","0.90625","0.90625","10366","10366","10366","0.5625","0.5625","0.5625"
"649","10382","10382","10382","0.6875","0.6875","0.6875","10382","10382","10382","0.9375","0.9375","0.9375"
"650","10398","10398","10398","0.78125","0.78125","0.78125","10398","10398","10398","0.625","0.625","0.625"
"651","10414","10414","10414","0.78125","0.78125","0.78125","10414","10414","10414","0.875","0.875","0.875"
"652","10430","10430","10430","0.84375","0.84375","0.84375","10430","10430","10430","0.46875","0.46875","0.46875"
"653","10446","10446","10446","0.8125","0.8125","0.8125","10446","10446","10446","0.90625","0.90625","0.90625"
"654","10462","10462","10462","0.5625","0.5625","0.5625","10462","10462","10462","0.75","0.75","0.75"
"655","10478","10478","10478","0.875","0.875","0.875","10478","10478","10478","0.90625","0.90625","0.90625"
"656","10494","10494","10494","0.5","0.5","0.5","10494","10494","10494","0.75","0.75","0.75"
"657","10510","10510","10510","0.53125","0.53125","0.53125","10510","10510","10510","0.75","0.75","0.75"
"658","10526","10526","10526","0.875","0.875","0.875","10526","10526","10526","0.71875","0.71875","0.71875"
"659","10542","10542","10542","0.65625","0.65625","0.65625","10542","10542","10542","0.65625","0.65625","0.65625"
"660","10558","10558","10558","0.84375","0.84375","0.84375","10558","10558","10558","0.34375","0.34375","0.34375"
"661","10574","10574","10574","0.40625","0.40625","0.40625","10574","10574","10574","0.6875","0.6875","0.6875"
"662","10590","10590","10590","0.71875","0.71875","0.71875","10590","10590","10590","0.40625","0.40625","0.40625"
"663","10606","10606","10606","0.5","0.5","0.5","10606","10606","10606","0.8125","0.8125","0.8125"
"664","10622","10622","10622","0.75","0.75","0.75","10622","10622","10622","0.9375","0.9375","0.9375"
"665","10638","10638","10638","0.8125","0.8125","0.8125","10638","10638","10638","0.84375","0.84375","0.84375"
"666","10654","10654","10654","0.59375","0.59375","0.59375","10654","10654","10654","0.75","0.75","0.75"
"667","10670","10670","10670","0.9375","0.9375","0.9375","10670","10670","10670","0.84375","0.84375","0.84375"
"668","10686","10686","10686","0.8125","0.8125","0.8125","10686","10686","10686","0.6875","0.6875","0.6875"
"669","10702","10702","10702","0.78125","0.78125","0.78125","10702","10702","10702","1","1","1"
"670","10718","10718","10718","0.875","0.875","0.875","10718","10718","10718","0.6875","0.6875","0.6875"
"671","10734","10734","10734","0.84375","0.84375","0.84375","10734","10734","10734","0.84375","0.84375","0.84375"
"672","10750","10750","10750","0.96875","0.96875","0.96875","10750","10750","10750","0.65625","0.65625","0.65625"
"673","10766","10766","10766","0.59375","0.59375","0.59375","10766","10766","10766","0.8125","0.8125","0.8125"
"674","10782","10782","10782","0.875","0.875","0.875","10782","10782","10782","0.65625","0.65625","0.65625"
"675","10798","10798","10798","0.875","0.875","0.875","10798","10798","10798","0.9375","0.9375","0.9375"
"676","10814","10814","10814","0.375","0.375","0.375","10814","10814","10814","0.5625","0.5625","0.5625"
"677","10830","10830","10830","0.75","0.75","0.75","10830","10830","10830","0.78125","0.78125","0.78125"
"678","10846","10846","10846","0.9375","0.9375","0.9375","10846","10846","10846","0.8125","0.8125","0.8125"
"679","10862","10862","10862","0.75","0.75","0.75","10862","10862","10862","0.78125","0.78125","0.78125"
"680","10878","10878","10878","0.6875","0.6875","0.6875","10878","10878","10878","0.59375","0.59375","0.59375"
"681","10894","10894","10894","0.59375","0.59375","0.59375","10894","10894","10894","0.75","0.75","0.75"
"682","10910","10910","10910","0.8125","0.8125","0.8125","10910","10910","10910","0.84375","0.84375","0.84375"
"683","10926","10926","10926","0.90625","0.90625","0.90625","10926","10926","10926","0.71875","0.71875","0.71875"
"684","10942","10942","10942","0.90625","0.90625","0.90625","10942","10942","10942","0.65625","0.65625","0.65625"
"685","10958","10958","10958","0.75","0.75","0.75","10958","10958","10958","0.9375","0.9375","0.9375"
"686","10974","10974","10974","0.875","0.875","0.875","10974","10974","10974","0.375","0.375","0.375"
"687","10990","10990","10990","0.90625","0.90625","0.90625","10990","10990","10990","0.65625","0.65625","0.65625"
"688","11006","11006","11006","0.9375","0.9375","0.9375","11006","11006","11006","0.53125","0.53125","0.53125"
"689","11022","11022","11022","0.96875","0.96875","0.96875","11022","11022","11022","0.84375","0.84375","0.84375"
"690","11038","11038","11038","0.96875","0.96875","0.96875","11038","11038","11038","0.625","0.625","0.625"
"691","11054","11054","11054","0.75","0.75","0.75","11054","11054","11054","0.84375","0.84375","0.84375"
"692","11070","11070","11070","0.59375","0.59375","0.59375","11070","11070","11070","0.875","0.875","0.875"
"693","11086","11086","11086","0.875","0.875","0.875","11086","11086","11086","0.78125","0.78125","0.78125"
"694","11102","11102","11102","0.96875","0.96875","0.96875","11102","11102","11102","0.9375","0.9375","0.9375"
"695","11118","11118","11118","0.5625","0.5625","0.5625","11118","11118","11118","0.71875","0.71875","0.71875"
"696","11134","11134","11134","0.9375","0.9375","0.9375","11134","11134","11134","0.90625","0.90625","0.90625"
"697","11150","11150","11150","0.71875","0.71875","0.71875","11150","11150","11150","0.875","0.875","0.875"
"698","11166","11166","11166","0.71875","0.71875","0.71875","11166","11166","11166","0.53125","0.53125","0.53125"
"699","11182","11182","11182","0.96875","0.96875","0.96875","11182","11182","11182","0.96875","0.96875","0.96875"
"700","11198","11198","11198","0.90625","0.90625","0.90625","11198","11198","11198","0.84375","0.84375","0.84375"
"701","11214","11214","11214","0.9375","0.9375","0.9375","11214","11214","11214","0.90625","0.90625","0.90625"
"702","11230","11230","11230","0.5625","0.5625","0.5625","11230","11230","11230","0.53125","0.53125","0.53125"
"703","11246","11246","11246","0.875","0.875","0.875","11246","11246","11246","0.84375","0.84375","0.84375"
"704","11262","11262","11262","0.78125","0.78125","0.78125","11262","11262","11262","0.71875","0.71875","0.71875"
"705","11278","11278","11278","0.75","0.75","0.75","11278","11278","11278","0.78125","0.78125","0.78125"
"706","11294","11294","11294","0.4375","0.4375","0.4375","11294","11294","11294","0.78125","0.78125","0.78125"
"707","11310","11310","11310","0.6875","0.6875","0.6875","11310","11310","11310","0.53125","0.53125","0.53125"
"708","11326","11326","11326","0.53125","0.53125","0.53125","11326","11326","11326","0.625","0.625","0.625"
"709","11342","11342","11342","0.8125","0.8125","0.8125","11342","11342","11342","0.90625","0.90625","0.90625"
"710","11358","11358","11358","0.65625","0.65625","0.65625","11358","11358","11358","0.8125","0.8125","0.8125"
"711","11374","11374","11374","0.9375","0.9375","0.9375","11374","11374","11374","0.84375","0.84375","0.84375"
"712","11390","11390","11390","0.78125","0.78125","0.78125","11390","11390","11390","0.8125","0.8125","0.8125"
"713","11406","11406","11406","0.59375","0.59375","0.59375","11406","11406","11406","0.71875","0.71875","0.71875"
"714","11422","11422","11422","0.84375","0.84375","0.84375","11422","11422","11422","0.78125","0.78125","0.78125"
"715","11438","11438","11438","0.96875","0.96875","0.96875","11438","11438","11438","0.46875","0.46875","0.46875"
"716","11454","11454","11454","0.8125","0.8125","0.8125","11454","11454","11454","0.90625","0.90625","0.90625"
"717","11470","11470","11470","0.53125","0.53125","0.53125","11470","11470","11470","0.90625","0.90625","0.90625"
"718","11486","11486","11486","0.71875","0.71875","0.71875","11486","11486","11486","0.96875","0.96875","0.96875"
"719","11502","11502","11502","0.96875","0.96875","0.96875","11502","11502","11502","0.75","0.75","0.75"
"720","11518","11518","11518","0.96875","0.96875","0.96875","11518","11518","11518","1","1","1"
"721","11534","11534","11534","0.9375","0.9375","0.9375","11534","11534","11534","0.84375","0.84375","0.84375"
"722","11550","11550","11550","0.84375","0.84375","0.84375","11550","11550","11550","0.84375","0.84375","0.84375"
"723","11566","11566","11566","0.78125","0.78125","0.78125","11566","11566","11566","0.625","0.625","0.625"
"724","11582","11582","11582","0.875","0.875","0.875","11582","11582","11582","0.71875","0.71875","0.71875"
"725","11598","11598","11598","0.90625","0.90625","0.90625","11598","11598","11598","0.84375","0.84375","0.84375"
"726","11614","11614","11614","0.90625","0.90625","0.90625","11614","11614","11614","0.65625","0.65625","0.65625"
"727","11630","11630","11630","0.9375","0.9375","0.9375","11630","11630","11630","0.71875","0.71875","0.71875"
"728","11646","11646","11646","0.8125","0.8125","0.8125","11646","11646","11646","0.5625","0.5625","0.5625"
"729","11662","11662","11662","0.96875","0.96875","0.96875","11662","11662","11662","0.53125","0.53125","0.53125"
"730","11678","11678","11678","0.90625","0.90625","0.90625","11678","11678","11678","0.65625","0.65625","0.65625"
"731","11694","11694","11694","0.75","0.75","0.75","11694","11694","11694","0.875","0.875","0.875"
"732","11710","11710","11710","0.8125","0.8125","0.8125","11710","11710","11710","0.75","0.75","0.75"
"733","11726","11726","11726","0.71875","0.71875","0.71875","11726","11726","11726","0.75","0.75","0.75"
"734","11742","11742","11742","0.6875","0.6875","0.6875","11742","11742","11742","0.875","0.875","0.875"
"735","11758","11758","11758","1","1","1","11758","11758","11758","0.75","0.75","0.75"
"736","11774","11774","11774","0.84375","0.84375","0.84375","11774","11774","11774","0.84375","0.84375","0.84375"
"737","11790","11790","11790","0.78125","0.78125","0.78125","11790","11790","11790","0.84375","0.84375","0.84375"
"738","11806","11806","11806","0.78125","0.78125","0.78125","11806","11806","11806","0.75","0.75","0.75"
"739","11822","11822","11822","0.8125","0.8125","0.8125","11822","11822","11822","0.75","0.75","0.75"
"740","11838","11838","11838","0.59375","0.59375","0.59375","11838","11838","11838","0.6875","0.6875","0.6875"
"741","11854","11854","11854","0.71875","0.71875","0.71875","11854","11854","11854","1","1","1"
"742","11870","11870","11870","0.65625","0.65625","0.65625","11870","11870","11870","0.75","0.75","0.75"
"743","11886","11886","11886","0.78125","0.78125","0.78125","11886","11886","11886","0.96875","0.96875","0.96875"
"744","11902","11902","11902","0.90625","0.90625","0.90625","11902","11902","11902","0.78125","0.78125","0.78125"
"745","11918","11918","11918","0.40625","0.40625","0.40625","11918","11918","11918","0.75","0.75","0.75"
"746","11934","11934","11934","0.46875","0.46875","0.46875","11934","11934","11934","0.625","0.625","0.625"
"747","11950","11950","11950","0.78125","0.78125","0.78125","11950","11950","11950","0.6875","0.6875","0.6875"
"748","11966","11966","11966","0.625","0.625","0.625","11966","11966","11966","0.9375","0.9375","0.9375"
"749","11982","11982","11982","0.6875","0.6875","0.6875","11982","11982","11982","0.8125","0.8125","0.8125"
"750","11998","11998","11998","0.875","0.875","0.875","11998","11998","11998","0.875","0.875","0.875"
"751","12014","12014","12014","0.875","0.875","0.875","12014","12014","12014","0.84375","0.84375","0.84375"
"752","12030","12030","12030","0.96875","0.96875","0.96875","12030","12030","12030","0.65625","0.65625","0.65625"
"753","12046","12046","12046","0.875","0.875","0.875","12046","12046","12046","0.78125","0.78125","0.78125"
"754","12062","12062","12062","0.78125","0.78125","0.78125","12062","12062","12062","0.75","0.75","0.75"
"755","12078","12078","12078","0.4375","0.4375","0.4375","12078","12078","12078","0.78125","0.78125","0.78125"
"756","12094","12094","12094","0.90625","0.90625","0.90625","12094","12094","12094","0.625","0.625","0.625"
"757","12110","12110","12110","0.5625","0.5625","0.5625","12110","12110","12110","0.71875","0.71875","0.71875"
"758","12126","12126","12126","0.84375","0.84375","0.84375","12126","12126","12126","0.75","0.75","0.75"
"759","12142","12142","12142","0.59375","0.59375","0.59375","12142","12142","12142","0.90625","0.90625","0.90625"
"760","12158","12158","12158","0.8125","0.8125","0.8125","12158","12158","12158","0.71875","0.71875","0.71875"
"761","12174","12174","12174","0.90625","0.90625","0.90625","12174","12174","12174","0.8125","0.8125","0.8125"
"762","12190","12190","12190","0.90625","0.90625","0.90625","12190","12190","12190","0.78125","0.78125","0.78125"
"763","12206","12206","12206","0.78125","0.78125","0.78125","12206","12206","12206","0.6875","0.6875","0.6875"
"764","12222","12222","12222","0.6875","0.6875","0.6875","12222","12222","12222","0.8125","0.8125","0.8125"
"765","12238","12238","12238","0.75","0.75","0.75","12238","12238","12238","0.6875","0.6875","0.6875"
"766","12254","12254","12254","0.96875","0.96875","0.96875","12254","12254","12254","0.65625","0.65625","0.65625"
"767","12270","12270","12270","0.9375","0.9375","0.9375","12270","12270","12270","0.875","0.875","0.875"
"768","12286","12286","12286","0.65625","0.65625","0.65625","12286","12286","12286","0.875","0.875","0.875"
"769","12302","12302","12302","0.875","0.875","0.875","12302","12302","12302","0.84375","0.84375","0.84375"
"770","12318","12318","12318","0.84375","0.84375","0.84375","12318","12318","12318","0.5625","0.5625","0.5625"
"771","12334","12334","12334","0.8125","0.8125","0.8125","12334","12334","12334","0.5625","0.5625","0.5625"
"772","12350","12350","12350","0.96875","0.96875","0.96875","12350","12350","12350","0.625","0.625","0.625"
"773","12366","12366","12366","0.46875","0.46875","0.46875","12366","12366","12366","0.71875","0.71875","0.71875"
"774","12382","12382","12382","0.90625","0.90625","0.90625","12382","12382","12382","0.875","0.875","0.875"
"775","12398","12398","12398","0.84375","0.84375","0.84375","12398","12398","12398","0.6875","0.6875","0.6875"
"776","12414","12414","12414","0.875","0.875","0.875","12414","12414","12414","0.40625","0.40625","0.40625"
"777","12430","12430","12430","0.8125","0.8125","0.8125","12430","12430","12430","0.875","0.875","0.875"
"778","12446","12446","12446","0.78125","0.78125","0.78125","12446","12446","12446","0.71875","0.71875","0.71875"
"779","12462","12462","12462","0.9375","0.9375","0.9375","12462","12462","12462","0.71875","0.71875","0.71875"
"780","12478","12478","12478","0.6875","0.6875","0.6875","12478","12478","12478","0.71875","0.71875","0.71875"
"781","12494","12494","12494","0.78125","0.78125","0.78125","12494","12494","12494","0.71875","0.71875","0.71875"
"782","12510","12510","12510","0.59375","0.59375","0.59375","12510","12510","12510","0.65625","0.65625","0.65625"
"783","12526","12526","12526","0.75","0.75","0.75","12526","12526","12526","0.90625","0.90625","0.90625"
"784","12542","12542","12542","0.8125","0.8125","0.8125","12542","12542","12542","0.8125","0.8125","0.8125"
"785","12558","12558","12558","0.90625","0.90625","0.90625","12558","12558","12558","0.6875","0.6875","0.6875"
"786","12574","12574","12574","0.71875","0.71875","0.71875","12574","12574","12574","0.46875","0.46875","0.46875"
"787","12590","12590","12590","0.9375","0.9375","0.9375","12590","12590","12590","0.46875","0.46875","0.46875"
"788","12606","12606","12606","0.75","0.75","0.75","12606","12606","12606","0.8125","0.8125","0.8125"
"789","12622","12622","12622","0.53125","0.53125","0.53125","12622","12622","12622","0.8125","0.8125","0.8125"
"790","12638","12638","12638","0.625","0.625","0.625","12638","12638","12638","0.8125","0.8125","0.8125"
"791","12654","12654","12654","0.8125","0.8125","0.8125","12654","12654","12654","0.8125","0.8125","0.8125"
"792","12670","12670","12670","0.8125","0.8125","0.8125","12670","12670","12670","0.9375","0.9375","0.9375"
"793","12686","12686","12686","0.8125","0.8125","0.8125","12686","12686","12686","0.90625","0.90625","0.90625"
"794","12702","12702","12702","0.8125","0.8125","0.8125","12702","12702","12702","0.65625","0.65625","0.65625"
"795","12718","12718","12718","0.8125","0.8125","0.8125","12718","12718","12718","0.78125","0.78125","0.78125"
"796","12734","12734","12734","0.78125","0.78125","0.78125","12734","12734","12734","0.21875","0.21875","0.21875"
"797","12750","12750","12750","0.9375","0.9375","0.9375","12750","12750","12750","0.71875","0.71875","0.71875"
"798","12766","12766","12766","0.59375","0.59375","0.59375","12766","12766","12766","0.6875","0.6875","0.6875"
"799","12782","12782","12782","0.59375","0.59375","0.59375","12782","12782","12782","0.75","0.75","0.75"
"800","12798","12798","12798","0.875","0.875","0.875","12798","12798","12798","0.90625","0.90625","0.90625"
"801","12814","12814","12814","0.75","0.75","0.75","12814","12814","12814","0.90625","0.90625","0.90625"
"802","12830","12830","12830","0.78125","0.78125","0.78125","12830","12830","12830","0.84375","0.84375","0.84375"
"803","12846","12846","12846","0.9375","0.9375","0.9375","12846","12846","12846","0.65625","0.65625","0.65625"
"804","12862","12862","12862","0.84375","0.84375","0.84375","12862","12862","12862","0.71875","0.71875","0.71875"
"805","12878","12878","12878","0.84375","0.84375","0.84375","12878","12878","12878","0.75","0.75","0.75"
"806","12894","12894","12894","0.59375","0.59375","0.59375","12894","12894","12894","0.875","0.875","0.875"
"807","12910","12910","12910","0.71875","0.71875","0.71875","12910","12910","12910","0.40625","0.40625","0.40625"
"808","12926","12926","12926","0.625","0.625","0.625","12926","12926","12926","0.78125","0.78125","0.78125"
"809","12942","12942","12942","0.6875","0.6875","0.6875","12942","12942","12942","0.75","0.75","0.75"
"810","12958","12958","12958","0.71875","0.71875","0.71875","12958","12958","12958","0.84375","0.84375","0.84375"
"811","12974","12974","12974","0.90625","0.90625","0.90625","12974","12974","12974","0.59375","0.59375","0.59375"
